X,Y,fid,corrltv,prd_fsc,ciclo,entidad,redi,estado,municip,parroqu,categor,subctgr,mnt_pry,nmbr_pr,dscrpc_,estts_p,huso_nc,hus_fnl,crd_st_,crd_nr_,tipo_br,fech_nc,cotizcn,mnt_pr_,cntdd__,undd_br,mtrls_c,mtrl_tp,mtrl_cn,clsfccn,motivo,clasi2,costo,atipics,Longitd,Latitud,icon_url
-71.1713975441707,8.58305031522117,"197",PI-2022-C-8-E-164-00037855,"2022",C8,ALCALDÍA DE LIBERTADOR (EDO. MÉRIDA),Los Andes,Mérida,Libertador,Caracciolo Parra Pérez,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),346365,bacheo y asfaltado del viaducto sucre canal derecho desde la intersección con la avenida urdaneta hasta la intersección con la avenida las américas sector santa barbara parroquia caracciolo parra pérez del municipio libertador del estado bolivariano de m,el proyecto contempla la colocación de 270 toneladas de asfalto para ejecutar bacheo y asfaltado del viaducto sucre canal derecho comprendido entre la intersección con la avenida urdaneta hasta la intersección con la avenida las américas sector santa bar,Culminado,"19","19","261223","949001",Rehabilitación o Mejora,2022/07/20,5.71,60659.3695271454,270,Toneladas,,,,heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-71.1713975441707,8.58305031522117,./0.png
-66.7610704281694,10.4565827900087,"198",PI-2022-C-8-E-291-00037758,"2022",C8,ALCALDÍA DE SUCRE (EDO. MIRANDA),Central,Miranda,Sucre,Filas De Mariches,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),721503.38,rehabilitación y mejoras de la carretera petare-santa lucía en el tramo comprendido entre el sector las tapias y sector monseñor arias de la parroquia mariches del municipio sucre del estado miranda,"rehabilitacion y mejoras de la carretera petare-santa lucía en el tramo comprendido entre el sector las tapias y sector monseñor arias de la parroquia mariches del municipio sucre del estado miranda, mediante la colocación de asfalto  en caliente  y logr",Culminado,"19","19","745056","1157588",Rehabilitación o Mejora,2022/07/14,5.66,127474.09540636,1050,Toneladas,,,,heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-66.7610704281694,10.4565827900087,./0.png
-68.3123000529189,9.90643964305896,"199",PI-2022-C-8-E-299-00037728,"2022",C8,ALCALDÍA DE TINAQUILLO (EDO. COJEDES),Los LLanos,Cojedes,Tinaquillo,Tinaquillo,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),666000,rehabilitacion integral de la  av. miranda en el municipio tinaquillo del estado bolivariano de cojedes,"consiste en la rehabitacion integral de 140 metros de calzada con un ancho promedio de 10 metros, a través  de la colocación de 320 t de mezcla asfaltica, construcción de 150 m de aceras y 50 m de brocales, con equipo liviano y pesado y del sistema de il",Culminado,"19","19","575277","1094933",Rehabilitación o Mejora,2022/07/14,5.66,117667.844522968,320,Toneladas,,,,heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-68.3123000529189,9.90643964305896,./0.png
-69.5886840470905,10.9822884041463,"200",PI-2022-C-8-E-49-00037778,"2022",C8,ALCALDÍA DE BOLÍVAR (EDO. FALCÓN),Occidental,Falcón,Bolívar,Aracua,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),417600,"rehabilitacion y mejoras de la vialidad  de la comunidad de aracua, sector la entrada, parroquia aracua, municipio bolívar del estado falcón","se rehabilitaran y mejoraran 135 metros lineales de pavimento flexible (asfalto), con una calzada de ancho promedio de 12 metros, y un espesor promedio de 0,12 metros, incluye acondicionamiento del area a intervenir.",Culminado,"19","19","435685","1214085",Rehabilitación o Mejora,2022/07/14,5.66,73780.9187279152,135,Metros,,,,heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-69.5886840470905,10.9822884041463,./0.png
-71.2807655039377,8.5606091543654,"201",PI-2022-C-8-E-63-00037772,"2022",C8,ALCALDÍA DE CAMPO ELÍAS (EDO. MÉRIDA),Los Andes,Mérida,Campo Elías,Matriz,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",66605.44,"mejoramiento y reparación (bacheo) de la via principal del manzano hasta el sector el portachuelo lo04. parroquia matriz. municipio campo elías del estado bolivariano de mérida.
",el proyecto consiste en la reparación y mejoramiento de la vialidad a través del bacheo menor (hasta 30 m2) de la vía principal del manzano hasta el sector el portachuelo con la colocación de 60 toneladas de asfalto para mejorar la transitabilidad y segu,Culminado,"19","19","253123","948834",Rehabilitación o Mejora,2022/07/14,5.66,11767.7455830389,60,Toneladas,,,,heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-71.2807655039377,8.5606091543654,./0.png
-67.0466917977864,10.351136046343,"202",PI-2022-C-9-E-118-00037941,"2022",C9,ALCALDÍA DE GUAICAIPURO (EDO. MIRANDA),Central,Miranda,Guaicaipuro,Los Teques,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),228173.4,"colocaciòn de 260 toneladas de asfalto en tramo vial en la comunidad de ramo verde, eje oeste de la parroquia los teques, municipio guaicaipuro","se realizara la intervencion de tramo vial ubicado en la entrada de la comunidad ramo verde, la cual consiste en corte de 1580,36 m2 y el suministro y colocaciòn de 260 ton de asfalto caliente para restitucion y nivelacion de pendientes para el optimo fu",Culminado,"19","19","713984","1144875",Rehabilitación o Mejora,2022/08/16,5.96,38284.1275167785,1580.54,m2,Si,toneladas de mezcla asfaltica caliente,"260",bacheo,Elementos no asfalticos,,147.246644295302,no,-67.0466917977864,10.351136046343,./0.png
-67.1108763331774,10.3520886001769,"203",PI-2022-C-9-E-118-00037944,"2022",C9,ALCALDÍA DE GUAICAIPURO (EDO. MIRANDA),Central,Miranda,Guaicaipuro,San Pedro,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),306936,"colocaciòn de 350 toneladas de asfalto en tramo vial en la via san pedro - pozo de rosas  , municipio guaicaipuro","se realizara la rehabilitaciòn de tramos viales ubicados en la via principal desde la entrada a la parroquia san pedro de los altos hasta villa trinidad, los cuales implican la escarificaciòn de 2700 m2 y el suministro y colocaciòn de 350 toneladas de as",Culminado,"19","19","709462","1146332",Rehabilitación o Mejora,2022/08/16,5.96,51499.3288590604,2700,m2,Si,toneladas de asfalto caliente,"350",carpeta,Elementos no asfalticos,,147.140939597315,no,-67.1108763331774,10.3520886001769,./0.png
-67.0169694724036,10.3463171802464,"204",PI-2022-C-9-E-118-00037950,"2022",C9,ALCALDÍA DE GUAICAIPURO (EDO. MIRANDA),Central,Miranda,Guaicaipuro,Los Teques,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),26308.8,"colocaciòn de 30 toneladas de asfalto en tramo vial de la macarena sur, el cual comprende entre desde la cascarita hasta la salida hacia vuelta azul, parroquia los teques, municipio guaicaipuro","se plantea trabajos de poncheredo (bacheo) en el tramo comprendido entre la cascarita hasta la salida hacia vuelta azul, con la colocaciòn de 30 toneladas de mezcla caliente (256 m2), ya que debido a diversas afectaciones con el servicio de agua potable,",Culminado,"19","19","715070","1143619",Rehabilitación o Mejora,2022/08/16,5.96,4414.22818791946,256,m2,Si,tonelada de asfalto caliente,"30",bacheo,Elementos no asfalticos,,147.140939597315,no,-67.0169694724036,10.3463171802464,./0.png
-67.079587120529,10.3298377878122,"205",PI-2022-C-9-E-118-00037951,"2022",C9,ALCALDÍA DE GUAICAIPURO (EDO. MIRANDA),Central,Miranda,Guaicaipuro,Los Teques,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),52617.6,"colocaciòn de 60 toneladas de asfalto desde la plaza el rincon hasta la alcabala de lagunetica, parroquia los teques, municipio guaicaipuro","se plantea trabajos de poncheredo (bacheo) en el tramo comprendido entre la plaza el rincon hasta la alcabala de lagunetica, con la colocaciòn de 60 toneladas de mezcla caliente (510,64 m2), este tramo es utilizado por los habitantes de la parroquia el j",Culminado,"19","19","714002","1143608",Rehabilitación o Mejora,2022/08/16,5.96,8828.45637583893,510.64,m2,Si,toneladas de asfalto caliente,"60",bacheo,Elementos no asfalticos,,147.140939597315,no,-67.079587120529,10.3298377878122,./0.png
-67.0276134624046,10.3858030479689,"206",PI-2022-C-9-E-118-00037952,"2022",C9,ALCALDÍA DE GUAICAIPURO (EDO. MIRANDA),Central,Miranda,Guaicaipuro,Los Teques,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),31519.2,"colocaciòn de 35 toneladas de asfalto desde la comunidad ayacucho hasta la sector el chorrito, parroquia los teques, municipio guaicaipuro","se plantea trabajos de poncheredo (bacheo) en el tramo comprendido entre la redoma del tambor hasta el llenadero el chorrito, con la colocaciòn de 35 toneladas de mezcla caliente (298 m2), ya que debido a problemas con los drenajes de aguas pluviales, se",Culminado,"19","19","715429","1145856",Rehabilitación o Mejora,2022/08/16,5.96,5288.45637583893,298,m2,Si,toneladas de asfalto caliente,"35",bacheo,Elementos no asfalticos,,151.098753595398,no,-67.0276134624046,10.3858030479689,./0.png
-71.9767031557236,8.12776320022759,"207",PI-2022-C-9-E-131-00038106,"2022",C9,ALCALDÍA DE JÁUREGUI (EDO. TÁCHIRA),Los Andes,Táchira,Jáuregui,Jáuregui,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),310063,"-reasfaltado de carpeta de rodamiento, desde la prolongación de la avenida francisco de caceres hasta la avenida los comuneros, la grita, municipio jaureguí del estado tachira.","el proyecto consta del reasfaltado de carpeta de rodamiento de un importante tramo vial el cual tiene una medidas de 5712.84 m², ubicado en la avenida francisco de caceres hasta la avenida los comuneros, para la ejecucion del proyecto de requiere:
-750",Culminado,"19","19","171548","899897",Rehabilitación o Mejora,2022/08/16,5.96,52023.9932885906,5712.84,m2,Si,asfalto,"750",carpeta,Elementos no asfalticos,,69.3653243847875,no,-71.9767031557236,8.12776320022759,./0.png
-71.99235445241,8.14178578085133,"208",PI-2022-C-9-E-131-00038108,"2022",C9,ALCALDÍA DE JÁUREGUI (EDO. TÁCHIRA),Los Andes,Táchira,Jáuregui,Jáuregui,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",393137,"reasfaltado de carpeta de rodamiento  en la  vía principal la quinta ? la grita, desde la termoeléctrica hasta la urbanización kermaria, la grita, municipio jaureguí del estado tachira.
","el proyecto consta del reasfaltado de carpeta de rodamiento de una via de acceso principal a la ciudad, el cual tiene unas medidas de 5832.48 m², ubicado en el sector la quinta, desde la termoelectrica hasta la urbanización quermaria, para la ejecución d",Culminado,"19","19","169595","901395",Rehabilitación o Mejora,2022/08/16,5.96,65962.5838926174,5832.48,m2,Si,asfalto,"950",carpeta,Elementos no asfalticos,,69.4342988343342,no,-71.99235445241,8.14178578085133,./0.png
-71.0363037715103,10.6815185772807,"209",PI-2022-C-9-E-185-00038022,"2022",C9,ALCALDÍA DE MAUROA (EDO. FALCÓN),Occidental,Falcón,Mauroa,Mene De Mauroa,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),644600,"rehabilitación de la vía principal de acceso a mene de mauroa, sector la pringamoza, parroquia mene de mauroa, municipio mauroa, estado falcón (ii etapa)","este proyecto contempla la continuación en una ii etapa para la rehabilitación de 1.800 mts de vialidad con un ancho promedio de 6 mts, los cuales seran ejecutados con la conformación, acondicionamiento, imprimación y riego de adherencia de la superficie",Culminado,"19","19","276020","1182352",Rehabilitación o Mejora,2022/08/16,5.96,108154.362416107,1800,Metros,Si,mezcla de asfalto en caliente (ton),"1738",bacheo/carpeta,Elementos no asfalticos,,62.2292073740549,no,-71.0363037715103,10.6815185772807,./0.png
-71.5150821812031,10.5349360631986,"210",PI-2022-C-9-E-272-00038328,"2022",C9,ALCALDÍA DE SANTA RITA (EDO. ZULIA),Occidental,Zulia,Santa Rita,Santa Rita,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),197665.45,"rehabilitación integral de la vialidad en la calle 14 cruz de mayo con asfaltado desde la avenida 5 padre landaeta hasta la avenida 1 pedro lucas urribarri, sector casco central, parroquia santa rita, municipio santa rita, estado zulia.","consiste en la colocación de carpeta de rodamiento en la vialidad existente, con el uso de maquinaria pesada para asfalto, incluye el suministro, transporte y colocación de 179,66 toneladas de mezcla asfaltica en caliente tipo iii y rc-250 para 1.476,94",Culminado,"19","19","224738","1165844",Rehabilitación o Mejora,2022/08/16,5.96,33165.3439597315,1476.94,m2,Si,toneladas de mezcla asfaltica en caliente tipo iii,"179",carpeta,Elementos no asfalticos,,185.281251171685,no,-71.5150821812031,10.5349360631986,./0.png
-71.2792337401406,9.12249335526407,"211",PI-2022-C-9-E-297-00038017,"2022",C9,ALCALDÍA DE SUCRE (EDO. ZULIA),Occidental,Zulia,Sucre,Heras,Vialidad,Rural,405200.02,"rehabilitación de la vialidad comprendida entre el puente sobre el río tucaní hasta el inicio de la hacienda el consuelo, parroquia heras del municipio sucre del estado zulia.","se rehabilitaran 300 ml de vialidad mediante la colación de 120 toneladas de mezcla asfaltica en caliente tipo iii. incluye el escarificado, bote de escombro y el suministro y colocación del asfalto.",Culminado,"19","19","249791","1009163",Rehabilitación o Mejora,2022/08/17,5.96,67986.5805369127,700,m2,Si,toneladas de mezcla asfaltica en caliente tipo iii,"120",carpeta,Elementos no asfalticos,,566.554837807606,si,-71.2792337401406,9.12249335526407,./0.png
-67.0647004939325,10.584390673328,"212",PI-2022-C-9-E-321-00038121,"2022",C9,ALCALDÍA DE VARGAS (EDO. LA GUAIRA),Central,La Guaira,Vargas,Catia La Mar,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),703056.83,"repavimentacion y demarcacion en el sector las tunitas calle ruiz pineda, parroquia catia la mar, municipio vargas, estado la guaira","escarificacion  de carpeta asfaltica, imprimacion asfaltica empleando 2800 m2 de material asfaltico tipo rc-250, colocacion de mezcla asfaltica en caliente tipo iii, de ancho variable, suministrada en boca de planta, para repavimentacion 644 ton. incluye",Culminado,"19","19","711910","1171043",Rehabilitación o Mejora,2022/08/25,7.82,89904.9654731458,2800,m2,Si,asfalto caliente tipo iii,"644",carpeta,Elementos no asfalticos,,139.603983653953,no,-67.0647004939325,10.584390673328,./0.png
-68.843724565614,10.2472438652261,"213",PI-2022-C-9-E-33-00038089,"2022",C9,ALCALDÍA DE ARÍSTIDES BASTIDAS (EDO. YARACUY),Occidental,Yaracuy,Arístides Bastidas,Capital Arístides Bastidas,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),257840,"colocacion de mezcla asfaltica en caliente mediante bacheo en la calle 5 del sector centro i parroquia san pablo municipio aristides bastidas, estado yaracuy.","consiste en la demolicion de capa de espesor variable( piel de cocodrilo existente), compactacion de material granular para la base, riego de adherencia, y colocacion de asfalto en caliente tipo iv utilizando 150 toneladas, en la calle 5.",Culminado,"19","19","516104","1132977",Rehabilitación o Mejora,2022/08/16,5.96,43261.744966443,800,m2,Si,asfalto en caliente (m2),"800",heterogeneo_asf,Elementos no asfalticos,,,no,-68.843724565614,10.2472438652261,./0.png
-70.9300020913611,9.81196022846403,"214",PI-2022-C-9-E-39-00037937,"2022",C9,ALCALDÍA DE BARALT (EDO. ZULIA),Occidental,Zulia,Baralt,Pueblo Nuevo,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),703200,"rehabilitación integral de la vialidad en el tramo comprendido desde la vía principal de los barrosos hasta la avenida independencia de mene grande parroquias pueblo nuevo y libertador, municipio baralt, estado zulia.","consiste en la colocación de carpeta de rodamiento en la vialidad existente con el uso de maquinaria pesada para asfalto. incluye el suministro, transporte y colocación de 1.000 toneladas de mezcla asfaltica en caliente tipo iii y demarcación horizontal",Culminado,"19","19","290105","1090340",Rehabilitación o Mejora,2022/08/16,5.96,117986.577181208,8700,m2,Si,toneladas de mezcla asfaltica en caliente tipo iii,"1000",carpeta,Elementos no asfalticos,,117.986577181208,no,-70.9300020913611,9.81196022846403,./0.png
-71.6156725995642,8.99072312348071,"215",PI-2023-C-10-E-109-00039642,"2023",C10,ALCALDÍA DE FRANCISCO JAVIER PULGAR (EDO. ZULIA),Occidental,Zulia,Francisco Javier Pulgar,Simón Rodríguez,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",1266720,bacheo y carpeta de rodamiento en su primera etapa de la via principal de pueblo nuevo el chivo las rurales prg. 1+300 hasta prog. 4+443 de la parroquia simon rodriguez municipio francisco javier pulgar del estado zulia.,"este proyecto consiste en relizar en su primera etapa un bacheo para corregir fallas existentes en el pavimento como lo son piel de cocodrilo, huecos, desintegracion y disgregacion asfaltica, fallas de borde entre otras, para luego ejecutar una carpeta d",Culminado,"19","19","212461","992314",Rehabilitación o Mejora,2023/06/09,26.95,47002.5974025974,20658,m2,Si,asfalto tipó iv en caliente,"400",bacheo/carpeta,Elementos no asfalticos,,117.506493506494,no,-71.6156725995642,8.99072312348071,./0.png
-68.2189639342072,7.79291511845692,"216",PI-2023-C-12-E-3-00039853,"2023",C12,ALCALDÍA DE ACHAGUAS (EDO. APURE),Los LLanos,Apure,Achaguas,Urbana Achaguas,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),840600,"adquisicion de asfalto para bacheo de la  avenida jose antonio paez, sector el nazareno, parroquia achaguas, municipio achaguas, estado apure.","se comprara asfalto en caliente tipo iv, para colocarlo en la avenida jose antonio paez del sector el nazareno, parroquia achaguas, municipio achaguas estado apure.",Culminado,"19","19","586069","862384",Rehabilitación o Mejora,2023/07/12,28.28,29724.1867043847,76,m2,Si,asfalto tipo iv,"94",bacheo,Elementos no asfalticos,,316.214752174306,no,-68.2189639342072,7.79291511845692,./0.png
-67.0284891404914,10.3844796487793,"217",PI-2023-C-10-E-118-00039541,"2023",C10,ALCALDÍA DE GUAICAIPURO (EDO. MIRANDA),Central,Miranda,Guaicaipuro,Los Teques,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),850730,"rehabilitación de tramo vial que comprende: la avenida pedro russo ferrer hasta barrio venezuela, parroquia los teques, municipio guaicaipuro.","se proyecta la atenciòn de bacheo menor en el circuito vial que inicia desde la av. pedro russo ferrer hasta barrio venezuela. con la intervenciòn de aproximadamente 5.159,57m2 de la carpeta asfaltica.",Culminado,"19","19","716726","1144631",Rehabilitación o Mejora,2023/06/09,26.95,31566.9758812616,5159.57,m2,Si,mezcla asfaltica caliente,"200",bacheo,Elementos no asfalticos,,157.834879406308,no,-67.0284891404914,10.3844796487793,./0.png
-66.9381022915119,10.2694975564069,"218",PI-2023-C-10-E-118-00039542,"2023",C10,ALCALDÍA DE GUAICAIPURO (EDO. MIRANDA),Central,Miranda,Guaicaipuro,Paracotos,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),1765270,"sustitucion de la carpeta asfaltica en la via principal de la zona industrial de paracotos ""la cumaca"", incluye escarificaciòn, s/t/c de mezcla asfaltica en caliente, parroquia paracotos, municipio guaicaipuro.","se proyecta la atenciòn con corte y colocaciòn de 415 toneladas de mezcla asfaltica en caliente, en carpetas corridas, para la intervenciòn de aproximadamente 2.943,26 m2 de la superficie vial.",Culminado,"19","19","724665","1135421",Rehabilitación o Mejora,2023/06/09,26.95,65501.6697588126,2943.26,m2,Si,mezcla asfaltica caliente,"415",carpeta,Elementos no asfalticos,,157.835348816416,no,-66.9381022915119,10.2694975564069,./0.png
-71.6813237827218,10.4164505557139,"219",PI-2023-C-10-E-152-00039628,"2023",C10,ALCALDÍA DE LA CAÑADA DE URDANETA (EDO. ZULIA),Occidental,Zulia,La Cañada De Urdaneta,Concepción,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),2616000,"rehabilitacion vial de la avenida n°1, desde la intendencia municipal hasta la sede de poliurdaneta, sector los pozos, parroquia concepcion, municipio la cañada de urdaneta, estado zulia.","consiste en la rehabilitacion vial de la avenida n°1, en la cual se realizaran trabajos de limpieza, bote, riego de adherencia, colocacion de 513 toneladas de mezcla asfaltica en caliente tipo iii para mejorar una vialidad aproximada de 4.000 m2 con una",Culminado,"19","19","206725","1152983",Rehabilitación o Mejora,2023/06/09,26.95,97068.6456400742,4000,m2,Si,toneladas de mezcla asfaltica en caliente tipo iii,"513",carpeta,Elementos no asfalticos,,189.217632826655,no,-71.6813237827218,10.4164505557139,./0.png
-71.0558570070023,9.15305020114238,"220",PI-2023-C-10-E-297-00039629,"2023",C10,ALCALDÍA DE SUCRE (EDO. ZULIA),Occidental,Zulia,Sucre,Rómulo Gallegos,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",2616000,"rehabilitación vial de la carretera panamericana desde la estación de servicios el carmen hasta el estacionamiento vale cacho, sector bomba el carmen parroquia rómulo gallegos, municipio sucre del estado zulia.","consiste en la realización de trabajos de limpieza, bote de escombros, relleno y conformación de la vía, riego de adherencia, colocación de 250 toneladas de mezcla asfaltica en caliente tipo iii para mejorar una vialidad aproximada de 1.200 mts cuadrados",Culminado,"19","19","274206","1012467",Rehabilitación o Mejora,2023/06/09,26.95,97068.6456400742,1200,m2,Si,toneladas de mezcla asfaltica en caliente tipo iii,"250",carpeta,Elementos no asfalticos,,388.274582560297,si,-71.0558570070023,9.15305020114238,./0.png
-66.8969639476992,9.80430500729483,"221",PI-2023-C-10-E-62-00039543,"2023",C10,ALCALDÍA DE CAMATAGUA (EDO. ARAGUA),Central,Aragua,Camatagua,Camatagua,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),2354400,"rehabilitación con bacheo de capa asfaltica  en la entrada principal  de camatagua, sector la recta, de la parroquia camatagua, municipio camatagua, estado aragua.","con este proyecto se pretende rehabilitar un tramo de la entrada principal de camatagua  con 500 toneladas de material asfaltico caliente, para ello se removera  todo el material suelto de asfalto viejo y se limpiara muy bien la zona afectada.
se correg",Culminado,"19","19","729403","1083777",Rehabilitación o Mejora,2023/06/09,26.95,87361.7810760668,4291,m2,Si,toneladas de asfalto,"500",bacheo,Elementos no asfalticos,,174.723562152134,no,-66.8969639476992,9.80430500729483,./0.png
-71.5797816560672,8.73043958588731,"222",PI-2023-C-11-E-351-00039756,"2023",C11,GOBERNACIÓN DE MÉRIDA,Los Andes,Mérida,Alberto Adriani,Héctor Amable Mora,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",1491454.82,rehabilitación integral de 720 m2 de la troncal 001 en el sector caño amarillo de la parroquia héctor amable mora del municipio alberto adriani del estado bolivariano de mérida,"rehabilitación integral de 720 m2 de la troncal 001 en el sector caño amarillo de la parroquia héctor amable mora del municipio alberto adriani del estado bolivariano de mérida con la colocación de 135 toneladas de asfalto, reparación del sistema de dren",Culminado,"19","19","216009","965102",Rehabilitación o Mejora,2023/06/27,27.65,53940.4998191682,720,m2,Si,asfalto,"135",carpeta,Elementos no asfalticos,,399.559257919764,si,-71.5797816560672,8.73043958588731,./0.png
-69.0252792376533,9.0707390401484,"223",PI-2023-C-11-E-355-00039783,"2023",C11,GOBERNACIÓN DE PORTUGUESA,Los LLanos,Portuguesa,Santa Rosalía,Capital Santa Rosalía,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",4929443.22,"rehabilitación de la vialidad local 04 en la población el playón, municipio santa rosalía, estado portuguesa","consiste en recuperar la vía local 04, realizando las siguientes actividades: riego de adherencia empleando material asfaltico, imprimación de 882 toneladas de asfalto para rehabilitar 8.935 m2, de igual forma la colocación de mezcla asfaltica en calient",Culminado,"19","19","492518","1017655",Rehabilitación o Mejora,2023/06/27,27.65,178280.044122966,8935,m2,Si,mezcla asfaltica en toneladas,"882",carpeta,Elementos no asfalticos,,202.131569300415,no,-69.0252792376533,9.0707390401484,./0.png
-69.4637888593534,8.92408267853502,"224",PI-2023-C-11-E-355-00039784,"2023",C11,GOBERNACIÓN DE PORTUGUESA,Los LLanos,Portuguesa,Guanare,Capital Guanare,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",1648736.69,"rehabilitación del tramo vial local 06 comprendido desde la av. josé maría vargas de guanare hasta la entrada de papelón, estado portuguesa.","consiste en recuperar la vía local 06, realizando las siguientes actividades: riego de adherencia empleando material asfaltico, imprimación de 297 toneladas de asfalto para rehabilitar 3.008 m2, de igual forma la colocación de mezcla asfaltica en calient",Culminado,"19","19","419535","997528",Rehabilitación o Mejora,2023/06/27,27.65,59628.8133815552,3008,m2,Si,mezcla asfaltica en toneladas,"297",carpeta,Elementos no asfalticos,,200.770415426112,no,-69.4637888593534,8.92408267853502,./0.png
-70.205435712398,9.8316981061698,"225",PI-2023-C-11-E-358-00039768,"2023",C11,GOBERNACIÓN DE TRUJILLO,Los Andes,Trujillo,Carache,Santa Cruz,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",2100000,"rehabilitación de la vialidad, tramo la libertad - limite lara, parroquia santa cruz, municipio carache estado trujillo .","suministro , transporte y colocación de mezcla asfaltica de 6200 tm (carpeta corrida y bacheo)   para una recuperación de aproximadamente 27000 m2 del tramo la libertad - limite lara, parroquia santa cruz, municipio carache estado trujillo .",Aprobado,"19","19","364876","1086008",Rehabilitación o Mejora,2023/06/27,27.65,75949.3670886076,27000,m2,Si,asfalto tipo iii (toneladas),"6200",bacheo/carpeta,Elementos no asfalticos,,12.2498979175174,no,-70.205435712398,9.8316981061698,./0.png
-67.0441456071028,10.5970634255585,"226",PI-2023-C-11-E-359-00039826,"2023",C11,GOBERNACIÓN DE LA GUAIRA,Central,La Guaira,Vargas,Catia La Mar,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),4916220.27,"rehabilitación integral de la vialidad desde la entrada a la panadería bahía de catamare  hasta la cancha de catamare   y la construccion de tanquilla de concreto para captación de aguas pluviales en el mismo sector comunas las marinas, parroquia  catia","consiste en la escarificación de la vía, e imprimación de 180 toneladas de asfalto para rehabilitar 2560 m2 en este tramo vial, empleando maquinaria pesada tipo vibro-compactador, escarificadora, camión tipo volteo y pavimentadora. incluye demarcación a",Culminado,"19","19","713690","1172006",Rehabilitación o Mejora,2023/07/04,28.09,175016.741545034,2560,m2,Si,material asfaltico tipo rc-250 (ton),"180",heterogeneo_asf,Por descripción,,,no,-67.0441456071028,10.5970634255585,./0.png
-71.6610524920063,10.5733071057012,"227",PI-2023-C-11-E-361-00039793,"2023",C11,GOBERNACIÓN DE ZULIA,Occidental,Zulia,San Francisco,Domitila Flores,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),3351750,"reasfaltado de la vía a perija en el tramo comprendido desde balgres ceramicas hasta ferretería bicolor, parroquia domitila flores, municipio san francisco, estado zulia.","se plantea el reasfaltado de 1142 metros lineales  de vía, en varios tramos deteriorados (ancho variable), a través de las actividades de:  limpieza a mano en calzada  y riego de adherencia con rc250 en un area de 14.832 m2, suministro, transporte y colo",Culminado,"19","19","209677","1170875",Rehabilitación o Mejora,2023/06/27,27.65,121220.61482821,14832,m2,Si,toneladas de asfalto en caliente tipo iii,"1705",carpeta,Elementos no asfalticos,,71.097134796604,no,-71.6610524920063,10.5733071057012,./0.png
-71.6901696337637,10.7031079490152,"228",PI-2023-C-11-E-361-00039794,"2023",C11,GOBERNACIÓN DE ZULIA,Occidental,Zulia,Maracaibo,Venancio Pulgar,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),3729625.75,"rehabilitación de la calle de servicio del corredor vial el marite (av.108a), desde la estación de servicio el marite hasta la calle 72 del barrio jose felix rivas, parroquia venancio pulgar, municipio maracaibo, estado zulia.","se plantea el reasfaltado de 100 metros lineales  de vía asi como el asfaltado de 1141 metros lineales en tramos deteriorados (ancho variable), a través de las siguientes actividades: 880 m2 de limpieza a mano en calzada, riego de adherencia con rc250 en",Culminado,"19","19","204996","1183244",Rehabilitación o Mejora,2023/06/27,27.65,134887.007233273,9444,m2,Si,toneladas de mezcla asfaltica en caliente tipo iii,"1459",carpeta,Elementos no asfalticos,,92.4516841900432,no,-71.6901696337637,10.7031079490152,./0.png
