X,Y,fid,corrltv,prd_fsc,ciclo,entidad,redi,estado,municip,parroqu,categor,subctgr,mnt_pry,nmbr_pr,dscrpc_,estts_p,huso_nc,hus_fnl,crd_nr_,crd_st_,tipo_br,fech_nc,cotizcn,mnt_pr_,cntdd__,undd_br,mtrls_c,mtrl_tp,mtrl_cn,clsfccn,motivo,clasi2,costo,atipics,Longitd,Latitud,icon_url
-70.6542416706631,8.90441388118189,"237",PI-2023-C-12-E-236-00039897,"2023",C12,ALCALDÍA DE PUEBLO LLANO (EDO. MÉRIDA),Los Andes,Mérida,Pueblo Llano,Pueblo Llano,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",1800000,"rehabilitación del tramo vial comprendido desde el sector santa filomena hasta el caserío la ranchería ramal 11, parroquia pueblo llano, municipio pueblo llano del estado bolivariano de mérida","consiste en la remoción de la carpeta asfaltica de la vía en areas deterioradas, imprimación y colocación de 300 toneladas de mezcla asfaltica en caliente para rehabilitar 1863 m2, empleando maquinaria pesada: rodillo compactador, camión volteo, sierra p",Aprobado,"19","19","992722","321076",Rehabilitación o Mejora,2023/07/12,28.28,63649.2220650636,2196,m2,Si,tonelada de mezcla asfaltica en caliente,"300",heterogeneo_asf,Elementos no asfalticos,,,no,-70.6542416706631,8.90441388118189,./0.png
-71.8122527519568,8.27859857614001,"238",PI-2023-C-12-E-245-00039850,"2023",C12,ALCALDÍA DE RIVAS DÁVILA (EDO. MÉRIDA),Los Andes,Mérida,Rivas Dávila,Bailadores,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",1120000,"rehabilitación de la troncal 007 desde el sector cuatro esquinas aldea san pablo hasta  el sector agua azul aldea bodoque, municipio rivas davila, estado bolivariano de mérida.","se realizara riego de adherencia con material asfaltico y colocación de 195 toneladas de mezcla asfaltica para bacheo con equipo pesado, para rehabilitar 1.650,00 m² de esta importante arteria vial, se hace necesario  el traslado de maquinaria pesada (ca",Aprobado,"19","19","914294","189256",Rehabilitación o Mejora,2023/07/12,28.28,39603.9603960396,1650,m2,Si,"mezcla asfaltica tipo iv, unidad de medida toneladas","195",heterogeneo_asf,Elementos no asfalticos,,,no,-71.8122527519568,8.27859857614001,./0.png
-71.8247441012126,8.25592330093488,"239",PI-2023-C-12-E-245-00039851,"2023",C12,ALCALDÍA DE RIVAS DÁVILA (EDO. MÉRIDA),Los Andes,Mérida,Rivas Dávila,Bailadores,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),616000,"rehabilitación de la vialidad urbana  de la parroquia bailadores desde la calle 1 hasta el sector chita. municipio rivas davila, estado bolivariano de mérida","se realizara riego de adherencia con material asfaltico y colocación de 120 toneladas de mezcla asfaltica para bacheo con equipo pesado y liviano, para rehabilitar 1.090,00 m² de esta importante vía urbana, se hace necesario  el traslado de maquinaria pe",Aprobado,"19","19","912854","187643",Rehabilitación o Mejora,2023/07/12,28.28,21782.1782178218,1632,m2,Si,"mezcla asfaltica tipo iv , uniddad de medida toneladas","190",heterogeneo_asf,Elementos no asfalticos,,,no,-71.8247441012126,8.25592330093488,./0.png
-67.9648840588482,10.2727178210322,"240",PI-2023-C-12-E-254-00039964,"2023",C12,ALCALDÍA DE SAN DIEGO (EDO. CARABOBO),Central,Carabobo,San Diego,Urbana San Diego,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),2802193.72,"construcción de via de acceso hacia la urbanización lomas de la hacienda, municipio san diego. estado  carabobo.  (vi etapa)","este  proyecto consiste en la colocación de carpeta asfaltica entre las progresivas 0+540 hasta 1+160,  lo cual corresponde a 620 metros lineales de vía consolidada de la colectora 23, abarcando un ancho de 7 metros, que contempla  2 canales de circulaci",Culminado,"19","19","1135705","613673",Construcción Inicial,2023/07/25,29.03,96527.5136066139,4340,m2,Si,asfalto (tn),"650",carpeta,Elementos no asfalticos,,148.503867087098,no,-67.9648840588482,10.2727178210322,./0.png
-71.6479034338375,10.5616630033222,"241",PI-2023-C-12-E-258-00039855,"2023",C12,ALCALDÍA DE SAN FRANCISCO (EDO. ZULIA),Occidental,Zulia,San Francisco,Domitila Flores,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),3082548.38,"rehabilitación integral de la calle 165, desde avenida 48 ¨vía la cañada¨ hasta avenida 49b, parroquia domitila flores, municipio san francisco, estado zulia.","el proyecto contempla el acondicionamiento y la limpieza de areas, pintura de brocales, asfaltado y bacheo correspondiente a capas en deterioro evidentes, con el uso de mezcla asfaltica en caliente tipo iii, incluyendo: remoción de escombros, sedimentos,",Culminado,"19","19","1168864","208976",Rehabilitación o Mejora,2023/07/12,28.28,109001.003536068,15478,m2,Si,mezcla asfaltica en caliente tipo iii (toneladas),"590",bacheo/carpeta,Elementos no asfalticos,,184.747463620454,no,-71.6479034338375,10.5616630033222,./0.png
-67.0090177399152,10.6094437326373,"242",PI-2023-C-12-E-321-00039930,"2023",C12,ALCALDÍA DE VARGAS (EDO. LA GUAIRA),Central,La Guaira,Vargas,Urimare,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),2800749.19,"i etapa de la repavimentacion vial y demarcacion integral de la  via principal de la urbanizacion playa grande, parroquia urimare, municipio vargas, estado la guaira.","se plantea:
?	repavimentación y demarcacion integral de la via principal de la urbanización playa grande; incluye escarificacion del area total asfaltada con un espesor de 8 cm y un asfaltado con maquina finisher con mezcla asfaltica caliente tipo iii,",Culminado,"19","19","1173626","717737",Rehabilitación o Mejora,2023/07/12,28.28,99036.3928571429,2723,m2,Si,asfalto caliente tipo iii,"613",carpeta,Elementos no asfalticos,,161.560184106269,no,-67.0090177399152,10.6094437326373,./0.png
-70.2391723553966,8.61652843612187,"243",PI-2023-C-13-E-343-00040020,"2023",C13,GOBERNACIÓN DE BARINAS,Los LLanos,Barinas,Barinas,Ramón Ignacio Méndez,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),3300000,"continuación de la prolongación de la avenida nueva torunos, entre avenida adonay parra jiménez y avenida 23 de enero (vi etapa) municipio barinas, estado barinas","el proyecto consiste en la continuación de la prolongación de la avenida nueva torunos, mediante la colocación de 70 m3 de concreto para la construcción de aceras, 549,55 toneladas de asfalto, 4506,43 m2 de adherencia, transporte de material asfaltico",Culminado,"19","19","952469","363990",Construcción Inicial,2023/08/10,31.28,105498.721227621,7300,m2,Si,toneladas de asfalto,"549",heterogeneo_asf,Elementos no asfalticos,,,no,-70.2391723553966,8.61652843612187,./0.png
-68.5774534127032,9.66684709423274,"244",PI-2023-C-13-E-346-00039989,"2023",C13,GOBERNACIÓN DE COJEDES,Los LLanos,Cojedes,Ezequiel Zamora,San Carlos De Austria,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),2205000,"rehabilitación  y mejoras de la  avenida circunvalación portuguesa, tramo redoma del mango - el cacao, en el municipio ezequiel zamora del estado bolivariano de cojedes, a través de la secretaría de infraestructura y servicios públicos adscrita a la gobe","consiste en la remoción de asfalto con equipo liviano y pesado,carga y bote de material,transporte y colocacion 420 toneladas de mezcla asfaltica en caliente,en el tramo que comprende la redoma del mango - el cacao en el municipio ezequeil zamora del est",Culminado,"19","19","1071887","536791",Rehabilitación o Mejora,2023/08/10,31.28,70492.3273657289,2575.1,m2,Si,toneladas de mezcla asfaltica,"420",carpeta,Elementos no asfalticos,,167.838874680307,no,-68.5774534127032,9.66684709423274,./0.png
-68.3884305235636,10.8766958164693,"245",PI-2023-C-13-E-348-00040279,"2023",C13,GOBERNACIÓN DE FALCÓN,Occidental,Falcón,Monseñor Iturriza,Chichiriviche,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",3087263.94,"rehabilitación integral de la lo03 fa 005, desde la prog. 0+000  hasta la prog. 3+590, parroquia chichiriviche, municipio monseñor iturriza, estado falcón","rehabilitación de distintos tramos de vía desde la  intersección entrada sanare hasta tibana, contemplando actividades de demolición de pavimento asfaltico, bacheo pesado y liviano, suministro, transporte y colocación de mezcla asfaltica en caliente tipo",Culminado,"19","19","1205906","567465",Rehabilitación o Mejora,2023/08/10,31.28,98697.6962915601,31592,m2,Si,mezcla asfaltica tipo iv,"1000",bacheo,Elementos no asfalticos,,98.6976962915601,no,-68.3884305235636,10.8766958164693,./0.png
-69.9174233041253,11.9477181940421,"246",PI-2023-C-13-E-348-00040292,"2023",C13,GOBERNACIÓN DE FALCÓN,Occidental,Falcón,Falcón,Pueblo Nuevo,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",2975000,"rehabilitación integral de la vía pueblo nuevo - moruy desde la prog. 0+000 hasta la prog. 16+790, parroquia pueblo nuevo, municipio falcón, estado falcón.","rehabilitación de distintos tramos de la vía desde pueblo nuevo hasta moruy, contemplando actividades de demolición de pavimento asfaltico, bacheo pesado y liviano, suministro, transporte y colocación de mezcla asfaltica en caliente tipo iv y demarcación",Culminado,"19","19","1307008","393153",Rehabilitación o Mejora,2023/08/10,31.28,95108.6956521739,39176.67,m2,Si,mezcla asfaltica tipo iv,"800",bacheo,Elementos no asfalticos,,118.885869565217,no,-69.9174233041253,11.9477181940421,./0.png
-71.5644943558851,8.76077044030056,"247",PI-2023-C-13-E-351-00039999,"2023",C13,GOBERNACIÓN DE MÉRIDA,Los Andes,Mérida,Obispo Ramos De Lora,Eloy Paredes,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",1450000,rehabilitación integral de 400 m2 de la troncal 001 en el sector guayabones de la parroquia eloy paredes del municipio obispo ramos de lora  del estado bolivariano de mérida,"rehabilitación integral de 400 m2 de la troncal 001 en el sector guayabones de la parroquia eloy paredes del municipio obispo ramos de lora  del estado bolivariano de mérida con la colocación de 125 toneladas de asfalto, reparación del sistema de drenaje",Culminado,"19","19","968706","216793",Rehabilitación o Mejora,2023/08/10,31.28,46355.4987212276,400,m2,Si,asfalto,"125",carpeta,Elementos no asfalticos,,370.843989769821,si,-71.5644943558851,8.76077044030056,./0.png
-70.7963445126499,9.40266971141298,"248",PI-2023-C-14-E-53-00040238,"2023",C14,ALCALDÍA DE BOLÍVAR (EDO. TRUJILLO),Los Andes,Trujillo,Bolívar,Granados,Vialidad,Rural,372000,"rehabilitacion integral de la vialidad rural principal del sector granados, parroquia granados, municipio bolívar estado trujillo.",con esta propuesta consiste en asfaltar y reasfaltar 570 metros lineales de vialidad rural colocando 150 toneladas de asfalto en caliente con un espesor de 0.07 ancho 5 m beneficiando a 2700 familias y así mejorar los accesos y transitabilidad de esta im,Culminado,"19","19","1039577","302538",Rehabilitación o Mejora,2023/08/10,31.28,11892.5831202046,1000,m2,Si,asfalto en caliente tipoiii (ton),"150",carpeta,Elementos no asfalticos,,79.2838874680307,no,-70.7963445126499,9.40266971141298,./0.png
-69.8019496217823,9.04629122460039,"249",PI-2023-C-13-E-355-00039994,"2023",C13,GOBERNACIÓN DE PORTUGUESA,Los LLanos,Portuguesa,Guanare,San Juan De Guanaguanare,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",6578179.91,"rehabilitación del tramo vial local 01 comprendido desde el sector la colonia hasta el sector desembocadero, municipio guanare. estado portuguesa.","consiste en recuperar la vía local 01, realizando actividades tales como: riego de adherencia empleando material asfaltico, imprimación de 1.230 toneladas de asfalto; para rehabilitar 8.250 m2 de vialidad, de igual forma la colocación de mezcla asfaltica",Culminado,"19","19","1013213","402060",Rehabilitación o Mejora,2023/08/10,31.28,210299.869245524,8250,m2,Si,mezcla asfaltica en toneladas,"1230",carpeta,Elementos no asfalticos,,170.975503451646,no,-69.8019496217823,9.04629122460039,./0.png
-70.8784620281695,9.30273598489553,"250",PI-2023-C-13-E-358-00040026,"2023",C13,GOBERNACIÓN DE TRUJILLO,Los Andes,Trujillo,Monte Carmelo,Buena Vista,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",2568874.65,"rehabilitación de la vialidad, tramo buena vista  -  el muro, parroquia  buena vista, municipio monte carmelo, del  estado trujillo","recuperación de carpeta de rodamiento (carpeta corrida y bacheo),  con la colocación de 1400 ton de asfalto tipo iii, igualmente, se realizara demarcación vial en el  tramo buena vista  - el muro,   parroquia  buena vista,  municipio monte carmelo, del",Aprobado,"19","19","1029385","293897",Rehabilitación o Mejora,2023/08/10,31.28,82125.148657289,6400,m2,Si,asfalto tipo iii (toneladas),"1400",bacheo/carpeta,Elementos no asfalticos,,58.6608204694921,no,-70.8784620281695,9.30273598489553,./0.png
-71.6467397814684,10.6810274171596,"251",PI-2023-C-13-E-361-00040033,"2023",C13,GOBERNACIÓN DE ZULIA,Occidental,Zulia,Maracaibo,Chiquinquirá,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),2951000,"reasfaltado de la circunvalación no. 2, sentido sur-norte, desde la e/s lagoluz hasta la entrada a la curva de ciudadela faria, parroquia chiquinquira, municipio maracaibo, estado zulia.","se plantea el reasfaltado de 844 metros lineales de vía deteriorada, de ancho variable, a través de las actividades de limpieza a mano en calzada y riego de adherencia con rc250 en un area de 11.002 m2, suministro, transporte y colocación de 1.265 tonela",Culminado,"19","19","1182769","210399",Rehabilitación o Mejora,2023/08/10,31.28,94341.4322250639,11002,m2,Si,toneladas de mezcla asfaltica en caliente tipo iii,"1265",carpeta,Elementos no asfalticos,,74.5782072925407,no,-71.6467397814684,10.6810274171596,./0.png
-71.6934489302552,10.5426387356259,"252",PI-2023-C-13-E-361-00040040,"2023",C13,GOBERNACIÓN DE ZULIA,Occidental,Zulia,San Francisco,José Domingo Rus,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),2951000,"reasfaltado de tramos críticos de la vía a perija desde yayo import hasta el semaforo en el c.c. super saman, parroquia josé domingo rus, municipio san francisco, estado zulia.","se plantea el reasfaltado de 761 metros lineales de vía deteriorada, de ancho variable, a través de las actividades de limpieza a mano en calzada y riego de adherencia con rc250 en un area de 10.783 m2, suministro, transporte y colocación de 1.240 tonela",Culminado,"19","19","1166178","204681",Rehabilitación o Mejora,2023/08/10,31.28,94341.4322250639,10783,m2,Si,toneladas de mezcla asfaltica en caliente tipo iii,"1240",carpeta,Elementos no asfalticos,,76.0818001815032,no,-71.6934489302552,10.5426387356259,./0.png
-71.6295210146188,10.6481670095702,"253",PI-2023-C-13-E-361-00040043,"2023",C13,GOBERNACIÓN DE ZULIA,Occidental,Zulia,Maracaibo,Chiquinquirá,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),6050775.08,"recuperación de la av. 28 la limpia, tramo comprendido entre los distribuidores juan pablo ii (c-1) y humberto fernandez moran (c-2), sentido este - oeste, parroquia chiquinquira, municipio maracaibo, estado zulia.","se plantea el reasfaltado de 1.600 ml en tramos de vía deteriorada de ancho variable, mediante la limpieza a mano en calzada, demolición de pavimento asfaltico con equipo pesado, imprimación y riego de adherencia con rc-250 en un area de 14.500 m2, el su",Culminado,"19","19","1180764","210050",Rehabilitación o Mejora,2023/08/10,31.28,193439.101023018,14500,m2,Si,toneladas de mezcla asfaltica en caliente tipo iii,"2000",bacheo/carpeta,Elementos no asfalticos,,96.7195505115089,no,-71.6295210146188,10.6481670095702,./0.png
-71.8398030964871,10.6170165969872,"254",PI-2023-C-14-E-132-00040205,"2023",C14,ALCALDÍA DE JESÚS ENRIQUE LOSSADA (EDO. ZULIA),Occidental,Zulia,Jesús Enrique Lossada,La Concepción,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),1039013.77,"rehabilitación de la vialidad en la calle colon del sector los lirios, parroquia la concepción, municipio jesus enrique lossada, estado zulia.",la calle colon representa la principal vía de retorno del casco central de la parroquia la concepción por ello es de manera urgente y preventiva corregir los problemas presentes en esta vialidad mediante la colocación de 192 toneladas de asfalto en calie,Culminado,"19","19","1175113","189454",Rehabilitación o Mejora,2023/08/10,31.28,33216.5527493606,1370,m2,Si,asfalto en caliente tipo iii,"192",carpeta,Elementos no asfalticos,,173.00287890292,no,-71.8398030964871,10.6170165969872,./0.png
-69.6227626523046,9.91947228039363,"255",PI-2023-C-14-E-134-00040085,"2023",C14,ALCALDÍA DE JIMÉNEZ (EDO. LARA),Occidental,Lara,Jiménez,Juan Bautista Rodríguez,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),600000,"bacheos sectorizados en la calle 13 de quibor, parroquia juan bautista rodriguez, municipio jimenez, estado lara.","este proyecto contempla realizar bacheos en diferentes sectores de la calle 13, a través, de la preparación de bases y sub bases, colocación de riego de imprimación y adherencia, colocación de mezcla asfaltica, de esta manera continuar consolidando las v",Culminado,"19","19","1097227","431642",Rehabilitación o Mejora,2023/08/10,31.28,19181.5856777494,342,m2,Si,mezcla asfaltica tipo iv,"80",bacheo,Elementos no asfalticos,,239.769820971867,no,-69.6227626523046,9.91947228039363,./0.png
-70.7380911418564,9.47620168492989,"256",PI-2023-C-14-E-191-00040222,"2023",C14,ALCALDÍA DE MIRANDA (EDO. TRUJILLO),Los Andes,Trujillo,Miranda,El Dividive,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),702963.75,rehabilitacion y mejoramiento integral de la vialidad urbana en el eje entrada principal del sector el dividive hasta sector las cocuizas  parroquia el dividive municipio miranda estado trujillo,con esta propuesta se busca mejorar la vialidad urbana del sector el dividive donde se recaondicionara 500 ml con asfalto caliente tipo iii y la demaracacion de brocales y lineas segmentadas con pintura de trafico en la via ya mencionada. con este proyec,Culminado,"19","19","1047725","309421",Rehabilitación o Mejora,2023/08/10,31.28,22473.2656649616,500,m2,Si,asfalto caliente tipo iii (ton),"500",carpeta,Elementos no asfalticos,,44.9465313299233,no,-70.7380911418564,9.47620168492989,./0.png
-71.7550595969562,8.35070180867266,"257",PI-2023-C-14-E-303-00040075,"2023",C14,ALCALDÍA DE TOVAR (EDO. MÉRIDA),Los Andes,Mérida,Tovar,Tovar,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),885300,"rehabilitacion del sistema vial desde la local 003 hasta la av. tachira, parroquia tovar, municipio tovar, estado bolivariano de merida.","el proyecto contempla la rehabilitacion  de la vialidad desde la local 003 hasata la av. tachira, los trabajos consisten en recuperacion de fallas de borde y carpeta asfaltica, que resultaron gravemente afectadas por la vaguada de agosto del año 2021|",Aprobado,"19","19","921594","196323",Rehabilitación o Mejora,2023/08/10,31.28,28302.4296675192,3000,m2,Si,suministro de mezcla asfaltica en caliente tipo iii,"200",heterogeneo_asf,Elementos no asfalticos,,,no,-71.7550595969562,8.35070180867266,./0.png
-68.2542758377073,10.171408533017,"258",PI-2023-C-14-E-42-00040027,"2023",C14,ALCALDÍA DE BEJUMA (EDO. CARABOBO),Central,Carabobo,Bejuma,Urbana Bejuma,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),796811.44,"rehabilitación de la carpeta asfaltica, con la implementación de bacheo en la avenida los fundadores, entre calle agustín betancourt y calle heres, parroquia bejuma, municipio bejuma del estado carabobo.","comprende la remoción y limpieza de la carpeta de rodamiento deteriorado, colocación de asfalto en caliente en las areas ya saneadas, compactación con la implementación de mini rodillo compactador para asfalto, con la modalidad tipo bacheo, para así brin",Culminado,"19","19","1124375","580553",Rehabilitación o Mejora,2023/08/10,31.28,25473.5115089514,745,m2,Si,mezcla asfaltico (tn),"179",bacheo,Elementos no asfalticos,,142.31012016174,no,-68.2542758377073,10.171408533017,./0.png
-68.2415340217622,10.178451466844,"259",PI-2023-C-14-E-42-00040028,"2023",C14,ALCALDÍA DE BEJUMA (EDO. CARABOBO),Central,Carabobo,Bejuma,Urbana Bejuma,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),1062415.25,"rehabilitación de la carpeta asfaltica, con la implementación de bacheo en su totalidad de la avenida bolívar, desde la prolongación de la avenida bolívar sector carrizal hasta la calle victoria latouche sector los fundadores, parroquia bejuma, municipio","comprende la remoción y limpieza de la carpeta de rodamiento deteriorado, colocación de asfalto en caliente en las areas ya saneadas, compactación con la implementación de mini rodillo compactador para asfalto, con la modalidad tipo bacheo, para así brin",Culminado,"19","19","1124615","580092",Rehabilitación o Mejora,2023/08/10,31.28,33964.6819053708,1000,m2,Si,mezcla asfaltico (tn),"239",bacheo,Elementos no asfalticos,,142.111639771426,no,-68.2415340217622,10.178451466844,./0.png
-68.2554037500428,10.1731475013451,"260",PI-2023-C-14-E-42-00040030,"2023",C14,ALCALDÍA DE BEJUMA (EDO. CARABOBO),Central,Carabobo,Bejuma,Urbana Bejuma,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),398405.72,"rehabilitación de la carpeta asfaltica, con la implementación de bacheo en la avenida sucre, desde la calle briceño méndez, hasta la calle barbula parroquia bejuma, municipio bejuma del estado carabobo.","comprende la remoción y limpieza de la carpeta de rodamiento deteriorado, colocación de asfalto en caliente en las areas ya saneadas, compactación con la implementación de mini rodillo compactador para asfalto, con la modalidad tipo bacheo, para así brin",Culminado,"19","19","1124555","580386",Rehabilitación o Mejora,2023/08/10,31.28,12736.7557544757,370,m2,Si,mezcla asfaltico (tn),"90",bacheo,Elementos no asfalticos,,141.519508383063,no,-68.2554037500428,10.1731475013451,./0.png
-68.255536404143,10.1749927297389,"261",PI-2023-C-14-E-42-00040031,"2023",C14,ALCALDÍA DE BEJUMA (EDO. CARABOBO),Central,Carabobo,Bejuma,Urbana Bejuma,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),398405.71,"rehabilitación de la carpeta asfaltica, con la implementación de bacheo en la avenida carabobo, desde la calle briceño méndez, hasta la calle niquitao, parroquia bejuma, municipio bejuma del estado carabobo.","comprende la remoción y limpieza de la carpeta de rodamiento deteriorado, colocación de asfalto en caliente en las areas ya saneadas, compactación con la implementación de mini rodillo compactador para asfalto, con la modalidad tipo bacheo, para así brin",Culminado,"19","19","1124772","580618",Rehabilitación o Mejora,2023/08/10,31.28,12736.7554347826,370,m2,Si,mazcla asfaltico (tn),"90",bacheo,Elementos no asfalticos,,141.519504830918,no,-68.255536404143,10.1749927297389,./0.png
-67.8426426295791,10.090663302566,"262",PI-2023-C-14-E-71-00039982,"2023",C14,ALCALDÍA DE CARLOS ARVELO (EDO. CARABOBO),Central,Carabobo,Carlos Arvelo,Urbana Güigüe,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",2101121.18,"suministro, transporte y colocación de mezcla asfaltica en caliente en la parroquia guigue del municipio carlos arvelo estado carabobo, bajo la supervision de la direccion de desarrollo urbano de la alcaldia de carlos arvelo.","remocion del asfalto y preparacion del terreno.
colocacion de carpetas asfalticas
bacheo en diferentes puntos de vias de penetracion, los mismos se encuentran deteriorados por falta de mantenimiento.",Culminado,"19","19","1115369","638190",Sin Tipo Obra,2023/08/10,31.28,67171.3932225064,0,,Si,mezcla asfaltica en ton,"800",heterogeneo_asf,Elementos no asfalticos,,,no,-67.8426426295791,10.090663302566,./0.png
-67.6043475507651,5.63038028846758,"263",PI-2023-C-2-E-339-00038757,"2023",C2,GOBERNACIÓN DE AMAZONAS,Sur,Amazonas,Autónomo Atures,Luis Alberto Gómez,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),706697.75,"mejora de carpeta asfaltica en la ciudad de puerto ayacucho,  avenida el ejercito, municipio atures del estado amazonas.","compra de material asfaltico y granular, para la continuación del asfaltado de la ciudad de puerto ayacucho, mediante la empresa asfalto y pavimentos amazonas c.a, perteneciente a la gobernación del estado amazonas, en la avenida el ejercito desde la red",Culminado,"19","19","624725","655068",Rehabilitación o Mejora,2023/02/07,23.55,30008.3970276008,4000,m2,Si,"	material asfaltico a-30 (ton)","5",bacheo,Elementos no asfalticos,,6001.67940552017,si,-67.6043475507651,5.63038028846758,./0.png
-70.2391723553966,8.61652843612187,"264",PI-2023-C-2-E-343-00038699,"2023",C2,GOBERNACIÓN DE BARINAS,Los LLanos,Barinas,Barinas,Ramón Ignacio Méndez,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),8678837.23,"continuacion de la prolongacion de la avenida nueva torunos entre avenida adonay parra jimenez y avenida 23 de enero (iv etapa).
municipio barinas del estado barinas.","el proyecto consiste en la continuacion de la avenida nueva torunos, mediante la colocacion de 1000 ton. de asfalto, 890 m3 de integral, y 3200 m2 de imprimacion, transporte de material (integral, asfalto)",Culminado,"19","19","952469","363990",Construcción Inicial,2023/02/07,23.55,368528.120169851,3200,m2,Si,toneladas de asfalto,"1000",heterogeneo_asf,Elementos no asfalticos,,,no,-70.2391723553966,8.61652843612187,./0.png
-68.1740968436284,9.45126764746434,"265",PI-2023-C-2-E-346-00038693,"2023",C2,GOBERNACIÓN DE COJEDES,Los LLanos,Cojedes,Pao De San Juan Bautista,El Pao,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",1610000,"rehabilitacón de la troncal 008, tramo puente los aceites - recta paraima, en el municipio pao de san juan bautista del estado bolivariano de cojedes, a traves de la secretaría de infraestructura y vialidad adscrita a la gobernacion del estado.","consiste en la remoción de asfalto con equipo liviano y pesado,carga y bote de material,transporte  y colocacion 850 toneladas de mezcla asfaltica en caliente,en el tramo que comprende puente los aceites-recta paraima en el pao del municipio pao de san j",Culminado,"19","19","994111","590747",Rehabilitación o Mejora,2023/02/07,23.55,68365.1804670913,8074,m2,Si,mezcla asfaltica toneladas,"850",carpeta,Elementos no asfalticos,,80.4296240789309,no,-68.1740968436284,9.45126764746434,./0.png
-68.8560599783285,11.2163105308614,"266",PI-2023-C-2-E-348-00038727,"2023",C2,GOBERNACIÓN DE FALCÓN,Occidental,Falcón,Jacura,Jacura,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",2636268,"rehabilitación integral de la troncal to03-fa moron - coro desde la prog. 142+500 hasta la prog. 145+000, parroquia jacura, municipio jacura, estado falcón.","rehabilitación de distintos tramos de vía desde estación recaudadora maicillal hasta el sector cerro el togogo, contemplando actividades de demolición de pavimentos asfalticos, construcción de obras de drenajes (alcantarillas), limpieza en obras de drena",Culminado,"19","19","1241058","513361",Rehabilitación o Mejora,2023/02/07,23.55,111943.439490446,20000,m2,Si,mezcla asfaltica tipo iv,"1600",bacheo,Elementos no asfalticos,,69.9646496815287,no,-68.8560599783285,11.2163105308614,./0.png
-71.6675894748056,8.60961023646867,"267",PI-2023-C-2-E-351-00038690,"2023",C2,GOBERNACIÓN DE MÉRIDA,Los Andes,Mérida,Alberto Adriani,Presidente Rómulo Gallegos,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",2200000,rehabilitacion integral de 3600 metros cuadrados  de asfaltado en la avenida don pepe rojas parroquia presidente romulo gallegos municipio alberto adriani del estado bolivariano de merida.,"rehabilitación integral de 3600 m2  de asfaltado en la avenida don pepe rojas realizando las siguientes actividades: replanteo del terreno, colocación de 700 ton de asfalto, 3600 m3 de piedra picada, suministro, transporte y colocación, instalación de 12",Culminado,"19","19","952883","206757",Rehabilitación o Mejora,2023/02/07,23.55,93418.2590233546,3600,m2,Si,asfalto,"700",carpeta,Elementos no asfalticos,,133.454655747649,no,-71.6675894748056,8.60961023646867,./0.png
-71.6206469101148,10.7253126764271,"268",PI-2023-C-2-E-361-00038715,"2023",C2,GOBERNACIÓN DE ZULIA,Occidental,Zulia,Maracaibo,Coquivacoa,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),6342775.08,"recuperación y acondicionamiento vial de la av. milagro norte, tramo comprendido entre las intersecciones con las avenidas 15 (fuerzas armadas) y 6b (entrada al sector santa rosa de agua), parroquia coquivacoa, municipio maracaibo, estado zulia. (fase i)","actualmente la capa de rodamiento en malas condiciones de transitabilidad, se propone rehabilitación de tramos, en una longitud de 3.4 km aprox., mediante limpieza en calzada, demolición de pavimento asfaltico, colocación de 1022 toneladas de mezcla asfa",Culminado,"19","19","1184511","215570",Rehabilitación o Mejora,2023/02/07,23.55,269332.275159236,6082,m2,Si,toneladas de mezcla asfaltica en caliente tipo iii,"1022",heterogeneo_asf,Elementos no asfalticos,,,no,-71.6206469101148,10.7253126764271,./0.png
